Data,Z1,Z2
5233,0.089639,-2.13575
5234,0.288807,-1.33292
5235,-0.267997,0.557937
5236,0.466911,-1.13286
5237,-0.583039,-0.797152
5238,0.456469,-0.617492
5239,-0.327246,-0.619264
5240,-0.164135,-1.02603
5241,1.0088,1.08894
5242,-0.973619,0.791127
5243,1.8437,3.34852
5244,-1.34135,-2.21825
5245,-0.852932,-1.64368
5246,-0.0718899,-0.800224
5247,1.07691,0.531522
5248,-0.986335,-0.587487
5249,-0.410561,-1.1528
5250,-0.022854,0.304053
5251,0.743905,-0.960094
5252,0.029711,-1.2418
5253,0.17791,-0.211862
5254,1.25235,1.09847
5255,1.1159,1.87248
5256,-0.761143,0.123147
5257,0.536839,-0.0161666
5258,0.27138,0.177152
5259,-0.148165,0.566868
5260,-0.365779,0.683589
5261,-0.687496,-0.0526366
5262,1.19748,-0.146767
5263,-0.40591,1.79107
5264,-1.36818,0.671533
5265,0.0431687,-0.330295
5266,1.09316,0.98702
5267,-0.584363,0.420606
5268,-0.108485,-0.845818
5269,-0.0491135,1.02681
5270,-1.31405,0.331172
5271,1.13013,-0.0270935
5272,0.511807,-0.204455
5273,2.4941,0.137397
5274,1.19732,-0.323457
5275,-1.49287,-0.752014
5276,1.38319,0.250958
5277,0.769463,1.43901
5278,-1.77999,0.262476
5279,0.485083,0.34332
5280,1.33237,-0.879987
5281,1.12412,1.03431
5282,1.22764,0.844369
5283,0.00425385,0.49572
5284,-0.415534,2.49617
5285,0.89998,0.0617054
5286,1.44496,0.274202
5287,0.156253,-0.864281
5288,0.824198,2.23857
5289,0.0858304,0.718837
5290,1.23365,-0.252782
5291,-1.02525,-0.917704
5292,-0.467474,0.417307
5293,-0.726015,-0.375019
5294,1.37149,1.15496
5295,0.879421,-0.8236
5296,0.781667,-1.60091
5297,-0.836944,-0.858936
5298,-0.544344,-1.38086
5299,-1.91775,0.541236
5300,-0.240839,-0.247452
5301,0.283065,0.894232
5302,0.11079,1.4141
5303,-0.244576,0.823684
5304,0.156552,-0.608726
5305,-0.111997,0.489393
5306,-0.909561,0.604373
5307,0.401699,0.262661
5308,0.146557,-0.976681
5309,-0.980507,1.0713
5310,-0.865257,-0.713606
5311,-2.72937,0.209495
5312,-1.5647,-0.113462
5313,-1.82592,-0.749177
5314,-0.0762988,1.18524
5315,-0.964513,0.161559
5316,0.586365,-0.945171
5317,-0.459169,0.175057
5318,1.97285,-1.43758
5319,0.344784,0.376349
5320,1.58467,-1.4127
5321,0.692177,-0.0606783
5322,0.843727,-0.0456686
5323,-0.919897,0.831698
5324,-2.51692,0.620482
5325,-2.15417,-0.517055
5326,-1.21365,-1.90818
5327,0.443292,-0.375781
5328,1.56687,-0.202113
5329,0.549255,1.39607
5330,0.324651,0.514678
5331,0.0740826,-0.63918
5332,0.581833,-0.353774
5333,-1.58017,-0.0489507
5334,-0.887678,1.10331
5335,-0.391904,1.38684
5336,-0.78243,0.938854
5337,2.19934,-0.572037
5338,1.61229,-0.0460776
5339,0.358067,1.09104
5340,-0.297382,-1.62796
5341,1.72524,0.496384
5342,0.856837,0.205576
5343,0.274072,-1.24302
5344,1.0004,0.139393
5345,-1.86469,1.24315
5346,0.950091,-1.08371
5347,-1.66902,0.532814
5348,0.884149,-0.438491
5349,0.435126,-0.157203
5350,-0.514529,-0.391417
5351,0.478093,-0.778957
5352,1.68461,-0.460303
5353,-0.276185,1.89118
5354,-1.26348,1.28037
5355,0.178403,0.65452
5356,1.22251,-0.302995
5357,-0.356413,0.128032
5358,-0.187566,-1.61425
5359,0.119275,2.3744
5360,-0.764026,1.04209
5361,-1.36512,1.73044
5362,1.52932,0.974645
5363,0.20067,-0.148059
5364,0.100953,0.142769
5365,-0.171159,-1.06731
5366,-0.924562,0.638134
5367,-1.39244,0.0605145
5368,-0.939865,0.761906
5369,0.450812,0.173208
5370,1.68236,-1.41619
5371,-0.0711632,-0.102484
5372,0.199579,-0.274691
5373,-2.06565,-0.202455
5374,0.133102,0.0613694
5375,-0.599786,1.46843
5376,-0.0883109,-0.435976
5377,1.48688,0.622262
5378,0.717546,-0.367252
5379,-0.89362,0.810123
5380,0.898146,2.04434
5381,0.628372,-0.979032
5382,-1.12718,0.561584
5383,-0.17331,0.691728
5384,-1.37083,0.148967
5385,1.22361,1.41145
5386,0.152566,1.41595
5387,1.37253,-0.105217
5388,-1.43756,0.566137
5389,0.462659,-0.444927
5390,0.789838,-1.26826
5391,-0.46798,-0.699121
5392,1.79982,0.501812
5393,1.21475,0.410634
5394,0.824872,-0.274792
5395,-0.866864,-2.21769
5396,1.2253,0.531391
5397,2.52942,-0.86316
5398,-0.893928,1.02538
5399,0.584055,1.2032
5400,-0.355614,1.87938
5401,-0.614164,-0.764858
5402,0.78068,1.17722
5403,-1.23844,0.0616757
5404,-0.333156,1.14777
5405,-0.273804,-0.276296
5406,-1.49987,0.841168
5407,0.536049,1.03666
5408,-1.04062,-0.237776
5409,0.466013,-0.0748012
5410,-0.984839,1.1482
5411,0.0224551,-1.15075
5412,-0.355947,0.226991
5413,2.41025,-0.26122
5414,1.63437,0.649625
5415,-0.388427,-0.624907
5416,0.656491,1.5092
5417,-1.16087,-1.62414
5418,-0.967039,-0.630869
5419,0.918878,-0.646382
5420,-0.181371,-0.153122
5421,0.576479,-0.199318
5422,1.39387,-1.02348
5423,-1.43053,-1.44355
5424,0.369766,-0.768865
5425,0.210885,2.29071
5426,0.929264,0.780117
5427,-0.0728948,0.634785
5428,-2.03356,-0.381254
5429,0.174238,-0.641666
5430,-0.303852,-0.337926
5431,-0.453601,0.270176
5432,1.05694,0.56523
5433,0.334093,-0.978572
5434,0.231528,-1.36258
5435,1.39382,0.313002
5436,-0.322063,0.458722
5437,0.000984917,-0.1174
5438,0.276337,1.0357
5439,-0.0265555,0.557434
5440,0.9317,0.415576
5441,-1.45029,-1.27825
5442,0.727065,0.0333441
5443,-0.401233,0.767448
5444,-1.58253,-0.611341
5445,0.0408883,-1.35131
5446,-0.622844,-0.469493
5447,0.307382,-0.191941
5448,-1.87787,0.684759
5449,1.22576,-0.629441
5450,-0.375242,0.347594
5451,-0.573012,0.355143
5452,-2.22671,3.29634
5453,-0.271335,0.963005
5454,0.115123,1.48772
5455,-1.10287,0.540787
5456,0.471641,0.365475
5457,0.662433,-0.505236
5458,0.583594,-0.715337
5459,1.61268,0.38006
5460,-1.34164,-0.721621
5461,-0.969549,0.632772
5462,1.35685,0.109251
5463,0.243475,0.0778549
5464,-2.17907,0.0553762
5465,-1.0356,-1.65052
5466,-1.02645,-1.11504
5467,1.01654,-0.913247
5468,-1.84395,0.537629
5469,0.548224,-1.69123
5470,1.03856,-0.226121
5471,0.0707011,0.545018
5472,-0.845843,-0.332359
5473,-1.56523,0.106865
5474,-0.843792,-0.556019
5475,0.543797,0.744848
5476,-0.0679288,-1.47963
5477,0.282053,0.137332
5478,-2.11267,-0.81009
5479,0.218863,-1.34905
5480,-0.0632973,0.198441
5481,1.29086,0.865427
5482,-0.950511,0.40133
5483,-0.116557,2.61548
5484,-1.12956,-1.90743
5485,1.30483,0.84288
5486,-1.13745,-0.671893
5487,0.680744,0.632408
5488,2.11559,-0.395584
5489,2.01067,0.728601
5490,-1.32308,1.2465
5491,-0.363584,-0.818403
5492,-1.16911,0.827279
5493,-1.48516,0.226279
5494,-0.240709,-0.925286
5495,-0.21118,-0.834727
5496,1.31169,-0.970129
5497,-0.585036,0.613452
5498,-1.65666,-0.109597
5499,0.951242,-0.529534
5500,0.160068,0.870126
5501,0.0369168,0.144003
5502,-1.22412,-1.21832
5503,-0.600329,-0.147264
5504,1.8964,-1.06284
5505,0.698962,0.778695
5506,0.103846,-1.65018
5507,-1.37738,-0.44175
5508,0.120032,0.929487
5509,-0.698084,0.644909
5510,0.448396,-0.736259
5511,0.443853,-2.97346
5512,-1.264,0.476076
5513,-0.764665,1.41144
5514,-0.873635,-0.00209406
5515,-1.36536,0.338541
5516,0.0625514,-2.23754
5517,0.975071,0.27731
5518,0.78111,0.415027
5519,-1.37972,-0.353918
5520,0.555995,0.773637
5521,0.229735,-2.506
5522,0.0184724,-0.16548
5523,0.422831,0.842906
5524,-0.408232,0.594206
5525,0.0957844,0.356526
5526,-0.372381,0.611841
5527,0.233216,-0.613753
5528,-0.119619,0.313985
5529,0.683275,0.628925
5530,1.42871,1.16936
5531,-0.713585,1.96541
5532,-0.490013,0.328586
5533,1.48929,-0.464289
5534,-0.402942,-0.0633704
5535,-0.499388,0.300832
5536,-0.144779,-0.496649
5537,1.13433,1.01123
5538,2.13238,0.785679
5539,0.0340086,0.0383442
5540,-0.686081,0.254957
5541,-0.222439,-0.350921
5542,0.0470084,-1.28462
5543,0.351159,1.21458
5544,0.139524,0.87164
5545,0.363278,-0.661285
5546,0.372483,2.07165
5547,-0.812804,1.51622
5548,0.0505548,-0.0159522
5549,-0.613361,0.522278
5550,-0.050533,0.85393
5551,-0.811726,2.04077
5552,1.61,0.35604
5553,1.13888,0.908318
5554,0.59747,0.0867564
5555,0.233435,-2.68804
5556,1.47119,-0.905387
5557,-0.613046,0.863635
5558,1.19145,-0.702405
5559,-0.52726,-0.106302
5560,-0.640065,0.453839
5561,0.922938,0.85018
5562,3.17664,0.592093
5563,-0.964878,0.0792731
5564,1.51318,-0.759517
5565,-0.974683,-0.164224
5566,-1.08439,0.661199
5567,0.468152,-0.519547
5568,0.622055,0.706799
5569,0.584374,0.130406
5570,1.39851,-0.608103
5571,0.606627,-2.08618
5572,1.23683,-0.281239
5573,-0.600717,0.342677
5574,0.996527,0.238687
5575,1.12802,1.58943
5576,-0.456998,-0.641713
5577,0.856813,-1.59428
5578,0.456042,0.673019
5579,-1.46474,0.544955
5580,-0.000168816,-3.52344
5581,1.00381,-0.840405
5582,1.08466,0.591065
5583,1.07245,-1.90518
5584,-0.644636,-1.12616
5585,0.175739,0.515392
5586,1.21902,0.413904
5587,0.26156,-0.0375706
5588,0.0654823,-1.09059
5589,0.0573711,0.10539
5590,0.880128,-0.936625
5591,1.09285,-1.4262
5592,-0.479715,-0.0440469
5593,-0.747186,-0.690537
5594,0.205648,-1.1119
5595,0.143056,0.358158
5596,0.596044,-0.784063
5597,0.287461,-0.0613187
5598,-3.13102,1.21091
5599,-0.578386,-1.45008
5600,0.745706,0.427568
5601,-1.15932,-0.153047
5602,0.0663416,-2.04949
5603,-0.391517,-1.25819
5604,-0.993312,-0.184847
5605,-0.248906,-0.676244
5606,0.230609,-0.571306
5607,-1.46571,0.224467
5608,-1.45465,1.27764
5609,-1.8309,-1.12264
5610,0.124458,-1.6164
5611,-0.510625,-0.968528
5612,0.417738,-1.25819
5613,0.096445,-0.139778
5614,1.06596,-0.843491
5615,-0.306038,1.29831
5616,0.000229344,-1.59442
5617,0.509691,1.11741
5618,-0.663042,-1.16817
5619,-0.350359,-0.365127
5620,-0.230423,-0.751146
5621,-1.18577,0.139451
5622,1.48914,0.320937
5623,-0.400969,-0.0716777
5624,-0.982417,-1.13697
5625,0.828493,-0.620408
5626,0.177248,-1.23439
5627,-1.75213,0.95937
5628,-0.453813,0.260031
5629,0.262703,-0.440621
5630,0.878734,1.57232
5631,-0.615763,0.175569
5632,0.203938,0.108058
5633,0.0762121,0.810812
5634,0.221878,-1.04138
5635,-0.916278,2.41206
5636,1.54806,0.303003
5637,0.365566,0.146604
5638,-1.31331,-1.11568
5639,1.47822,-3.08581
5640,-0.0612653,-1.85419
5641,-0.0658412,0.046989
5642,-1.10626,0.701003
5643,0.856656,1.43496
5644,0.692565,-0.431725
5645,1.47978,0.916945
5646,-1.52264,0.355915
5647,-0.335044,-0.405968
5648,-0.656703,-0.799769
5649,0.185712,2.22769
5650,-1.39771,-0.876698
5651,0.450181,-1.14103
5652,-0.0961142,-0.398497
5653,-0.36539,-0.332656
5654,-0.413126,-0.532869
5655,0.341135,0.211747
5656,-0.864727,0.514156
5657,-0.0245844,0.256534
5658,-0.641057,1.15353
5659,-0.913519,0.189468
5660,2.34057,0.0327656
5661,0.169815,1.25254
5662,-2.35519,-0.947396
5663,-1.0786,-0.136713
5664,-0.731625,2.03209
5665,0.311553,-0.331043
5666,0.352912,0.917611
5667,-0.898251,1.3021
5668,-0.784198,-0.0890242
5669,-0.433586,-0.411324
5670,-1.18023,1.07822
5671,-0.258171,-0.221117
5672,-0.234355,-0.800501
5673,-1.05095,-0.717657
5674,-0.5213,0.537673
5675,-0.220529,0.315776
5676,1.06594,0.301829
5677,1.21135,-0.182305
5678,1.35344,-0.368419
5679,-1.48306,-1.72304
5680,-0.423272,0.56091
5681,-0.852664,-0.404796
5682,-1.24408,0.48087
5683,0.638615,-0.488233
5684,1.16211,-0.678515
5685,-1.06694,0.364664
5686,-1.30782,1.83642
5687,0.2974,-0.406698
5688,0.178607,0.251359
5689,1.40074,0.578337
5690,-0.163606,-0.347929
5691,1.60892,-1.15828
5692,0.789348,1.08467
5693,0.215593,-1.56317
5694,0.321744,-0.0233618
5695,1.15508,0.133933
5696,-1.17054,-0.934851
5697,0.677077,0.931898
5698,1.83357,0.700049
5699,0.333208,-0.590083
5700,0.507455,1.44456
5701,0.97158,0.0499734
5702,-0.500109,0.097837
5703,0.757371,0.283186
5704,1.25395,-0.957909
5705,-2.54665,-0.423059
5706,0.372199,-0.682477
5707,1.20983,-0.559505
5708,-0.365412,0.797656
5709,-0.7983,0.567417
5710,1.57076,-0.503935
5711,0.440467,-1.25695
5712,-0.267386,-0.100299
5713,-1.82577,0.96314
5714,0.0651842,-1.80021
5715,-0.437028,-0.120179
5716,-0.768756,-0.534742
5717,-1.05849,1.11118
5718,0.25115,0.700307
5719,1.41054,-0.878915
5720,0.578409,-1.54535
5721,-0.890171,-1.43028
5722,1.26266,-0.378808
5723,-0.948544,-0.452321
5724,-1.51928,-0.574887
5725,-0.804584,-0.782256
5726,0.0983642,0.75261
5727,0.846683,-0.924553
5728,-1.03865,0.114281
5729,1.18775,-2.168
5730,-0.244288,0.268766
5731,1.14424,0.461426
5732,-0.974949,0.480615
5733,-0.280183,0.237374
5734,-1.04242,-1.07516
5735,0.551905,0.678882
5736,-1.57221,-1.2458
5737,-1.19236,-0.673831
5738,0.498648,-0.551263
5739,0.56335,-0.368516
5740,2.2343,0.143724
5741,0.545943,-2.25687
5742,-0.217828,0.114749
5743,-2.34562,0.791161
5744,-0.462839,-0.253194
5745,1.04828,0.446523
5746,0.558347,-0.105511
5747,-0.423468,-1.00308
5748,0.566612,1.55921
5749,-0.400489,0.863271
5750,-0.370838,-0.462736
5751,0.956853,1.2996
5752,2.45655,-0.0612495
5753,-1.36046,0.295525
5754,0.626024,1.60382
5755,-1.39443,-1.15183
5756,1.64843,0.893777
5757,-0.544853,0.103556
5758,-0.872587,0.1822
5759,0.033768,-0.307854
5760,1.10952,0.660714
5761,-0.942249,-2.65699
5762,0.884257,0.0587538
5763,-0.914561,-0.767923
5764,-0.261713,-1.9152
5765,-0.300358,0.0827819
5766,1.48202,0.160332
5767,-0.20195,-0.228444
5768,0.390096,-2.06922
5769,0.791518,1.72387
5770,-2.11227,0.297828
5771,-1.17194,-0.381073
5772,-0.543201,-0.181827
5773,0.633163,0.39537
5774,0.0234659,-0.325119
5775,-0.206154,-0.324128
5776,-0.343825,0.239456
5777,0.140942,-0.466945
5778,-1.04375,0.500424
5779,-1.12581,-0.328478
5780,-0.0331672,0.0915704
5781,0.0291221,-1.24719
5782,-0.747128,-0.262578
5783,0.0472775,0.276629
5784,1.13354,-0.0678975
5785,1.14865,-0.720629
5786,-0.530906,0.8708
5787,-1.03762,0.478292
5788,-0.105763,-0.65231
5789,-1.20782,-0.260669
5790,-0.379171,1.39162
5791,0.486862,1.38678
5792,0.29643,2.02302
5793,-0.173005,-0.0757198
5794,0.0638119,-0.288358
5795,-0.803064,1.24989
5796,0.0445909,-0.291074
5797,-1.28825,0.480699
5798,0.999721,3.44295
5799,1.0818,0.659762
5800,0.780409,0.0738451
5801,0.402216,-2.47922
5802,-0.237932,-0.0944406
5803,-1.87841,1.1642
5804,-1.65642,-0.316141
5805,0.485533,-1.86419
5806,0.159572,-2.63232
5807,-0.249516,0.644523
5808,-0.960543,-1.66248
5809,1.52339,-0.457032
5810,-1.2674,1.16457
5811,-0.402995,-0.37044
5812,-0.282439,-0.612188
5813,-0.810786,-1.43744
5814,0.524499,1.57772
5815,-1.84237,-0.926299
5816,-0.221215,-1.09859
5817,-3.8866,0.944713
5818,0.0313667,0.894727
5819,-0.184296,-1.4239
5820,-0.0151159,-0.0237762
5821,-1.99269,-0.864878
5822,-0.180976,-0.5685
5823,-0.675959,0.3958
5824,-0.782826,0.796034
5825,-0.272496,1.11016
5826,-1.24405,0.990826
5827,-0.596448,0.493065
5828,-0.210271,0.163553
5829,0.948781,0.736086
5830,0.279148,0.464955
5831,0.27075,-0.493301
5832,-1.65188,-0.76413
5833,0.440013,-0.640597
5834,1.09762,-0.609366
5835,-0.476189,0.893223
5836,-0.323498,-0.823408
5837,1.36869,-0.872644
5838,-0.919001,-0.828968
5839,1.91981,0.579574
5840,-0.773028,-1.30995
5841,0.53153,-0.388566
5842,0.314726,-0.0289283
5843,-1.11448,-2.63565
5844,0.0946164,0.774747
5845,-2.20103,-1.34902
5846,-0.0241241,0.973169
5847,-1.32759,0.685438
5848,0.0908358,-1.03676
5849,-0.31032,-0.280458
5850,-0.555651,-1.02235
5851,-0.683924,0.0844231
5852,0.196496,0.725284
5853,1.74095,-2.50667
5854,0.871947,0.597509
5855,-2.45741,0.503783
5856,-1.03468,-1.40954
5857,-0.0641424,-1.66961
5858,-2.25285,0.808302
5859,0.324318,0.687478
5860,-1.30901,-0.685727
5861,-0.296443,-2.77877
5862,-0.085564,0.585115
5863,0.929285,-0.144414
5864,-0.928813,1.21719
5865,2.88789,-1.9611
5866,-0.108459,1.05104
5867,-1.47808,0.870045
5868,0.731731,-0.326046
5869,0.971289,-0.0346568
5870,0.419476,-0.169907
5871,-0.569287,1.53848
5872,-0.438367,0.602254
5873,1.0153,0.19408
5874,-0.358943,1.04578
5875,0.352095,-0.873239
5876,2.40091,0.278854
5877,-1.34279,-0.604348
5878,0.385485,-1.15882
5879,0.0533657,-0.320765
5880,-0.408909,0.449017
5881,0.36027,-0.247691
5882,-0.437143,2.26039
5883,1.72015,-0.666589
5884,1.00229,-1.42962
5885,1.09499,2.86019
5886,-0.291672,1.29506
5887,0.150926,0.30159
5888,0.705844,-1.22681
5889,0.36031,-0.539501
5890,-0.98341,0.271241
5891,-0.767579,0.469642
5892,-1.34655,0.318567
5893,0.925603,1.25513
5894,-0.676101,1.48789
5895,-2.01304,1.14475
5896,0.961747,-0.394929
5897,-0.993138,0.0151409
5898,0.332314,1.67102
5899,1.08167,0.521289
5900,-0.826595,1.89478
5901,1.12521,1.10898
5902,-0.107284,-1.3445
5903,-0.542639,1.59893
5904,-0.54849,1.00872
5905,0.0968394,-0.685619
5906,-0.234943,0.687942
5907,-0.441026,0.742787
5908,-0.191731,1.97673
5909,0.578568,1.60071
5910,-0.279027,0.515979
5911,-1.75273,1.03852
5912,-1.91326,0.958721
5913,0.533868,-0.480545
5914,-1.06753,-1.35803
5915,-1.07804,-1.48346
5916,0.19492,0.825141
5917,1.2365,-0.4379
5918,-0.963529,0.0916386
5919,0.273741,0.35512
5920,-0.372566,0.444618
5921,-0.48574,-0.0940594
5922,1.23888,-1.68264
5923,1.98236,0.963803
5924,-0.625857,0.833352
5925,-0.539016,-1.865
5926,-0.521314,0.0330823
5927,0.930647,-1.6518
5928,-1.84708,-0.55588
5929,0.443867,1.33091
5930,-0.507545,1.55708
5931,1.90182,-0.296295
5932,0.739211,0.240913
5933,0.472649,-0.304674
5934,-1.17788,0.54651
5935,0.378101,0.0697241
5936,1.06783,-1.18826
5937,-0.871902,-0.512106
5938,0.990659,-1.19873
5939,1.02061,-0.916551
5940,-0.64332,0.900053
5941,-1.26688,-0.786871
5942,-0.212018,-1.8813
5943,0.578178,-0.389073
5944,-0.535033,0.0254112
5945,0.903991,1.17599
5946,0.0568992,0.765836
5947,-0.712263,0.354522
5948,0.752305,0.521695
5949,2.086,-0.199403
5950,-0.207718,0.472681
5951,0.139364,-1.88556
5952,-0.863816,1.69395
5953,0.324144,-1.82489
5954,0.748742,-0.216982
5955,-0.433686,0.22793
5956,-0.331556,-1.03533
5957,-0.067846,0.294131
5958,-0.489372,0.419949
5959,-0.350024,-0.672637
5960,0.562175,0.224576
5961,-1.50395,-1.33222
5962,1.29346,-0.507239
5963,1.30407,0.796006
5964,-0.960928,-0.0404693
5965,-1.26308,0.0699462
5966,0.30843,-0.461628
5967,-0.0245366,0.280359
5968,1.01825,-0.93294
5969,1.60505,-0.453815
5970,0.0347801,-0.821158
5971,-1.05276,1.25294
5972,0.0812838,-0.239736
5973,-0.601911,0.449565
5974,-0.590556,1.44267
5975,-0.791536,-0.542965
5976,0.266712,-1.62623
5977,-0.493235,1.17021
5978,-1.44506,0.508175
5979,-1.93478,2.02098
5980,-0.768981,0.27657
5981,-0.259883,-1.20782
5982,0.584268,-1.59539
5983,0.262685,0.690905
5984,-1.17027,0.196486
5985,-1.08447,-0.701565
5986,1.17511,0.0299756
5987,1.74,0.126677
5988,1.62502,1.50616
5989,-0.3496,0.937594
5990,0.95182,0.0817845
5991,0.553749,1.19874
5992,2.28081,0.248076
5993,-0.555795,0.488353
5994,-1.70679,0.259713
5995,-0.92383,-1.24646
5996,0.0388406,0.154083
5997,-0.76068,-0.21547
5998,0.0764071,0.273893
5999,-0.688969,-0.295738
6000,0.574808,-0.178593
6001,-0.122019,0.0796684
6002,-0.499805,-1.07196
6003,2.06089,-0.597237
6004,-0.632976,1.46704
6005,0.621225,-1.75871
6006,0.190038,-1.18576
6007,-1.47063,-1.26396
6008,1.48343,1.83621
6009,3.5461,0.917242
6010,-1.09305,-0.410733
6011,0.732161,-0.807857
6012,-0.603966,0.707164
6013,1.17391,0.634456
6014,-1.39422,1.17432
6015,-0.894436,0.785598
6016,0.220447,0.879509
6017,1.3168,0.0583657
6018,0.945072,1.12411
6019,-0.580697,-0.985761
6020,-1.46705,1.46178
6021,-0.251318,-1.08953
6022,0.292368,-1.53787
6023,-0.765367,0.784574
6024,-0.109264,-0.0908202
6025,0.84056,1.72069
6026,0.878136,1.1922
6027,0.310854,0.6808
6028,1.05684,-1.57393
6029,-0.0650645,0.480256
6030,0.724837,1.09165
6031,-0.146143,1.15345
6032,-0.582475,1.4851
6033,-2.11007,0.106706
6034,0.391196,2.50858
6035,0.128004,0.141948
6036,-0.125618,-1.18396
6037,-0.681028,-0.0816803
6038,0.11967,1.35688
6039,0.657283,-0.726916
6040,0.613272,0.521088
6041,0.416178,0.0286146
6042,0.0654191,-0.614896
6043,-1.91471,-1.00209
6044,1.06626,0.869632
6045,-1.30759,-0.359037
6046,0.801388,-0.550514
6047,0.28614,0.136348
6048,-1.58483,-1.12281
6049,0.300092,0.197622
6050,-1.78855,1.19437
6051,-1.16133,0.0535946
6052,-0.604532,0.476952
6053,0.83275,-0.0778312
6054,-1.92685,-0.0304847
6055,1.47766,0.47313
6056,-0.530035,-1.33257
6057,-0.570019,-1.52427
6058,1.50748,1.21846
6059,-1.02387,0.0563054
6060,0.0278187,0.885668
6061,-0.792613,0.508026
6062,-0.120011,-1.46848
6063,-1.78834,-0.00908749
6064,1.43619,-2.1675
6065,0.104401,-0.3922
6066,0.733835,-0.595703
6067,-0.99928,-1.28586
6068,0.653231,0.25487
6069,0.338495,-1.45916
6070,0.494674,2.13241
6071,2.15184,0.674918
6072,0.966226,-1.10169
6073,1.84186,-0.709694
6074,0.39765,0.80422
6075,-0.780007,0.281887
6076,2.23553,1.63359
6077,1.02608,0.835877
6078,-0.496703,-0.356211
6079,0.0709732,-1.1634
6080,-1.28359,1.72011
6081,0.593382,-0.204907
6082,0.071406,-1.12779
6083,1.36833,-1.22692
6084,-0.049043,1.74833
6085,0.684594,0.724911
6086,-0.11096,0.0760208
6087,0.253515,-0.954576
6088,0.0721698,-1.00259
6089,-1.29455,-2.12885
6090,-2.19045,1.41704
6091,-1.96089,-3.17504
6092,-1.54566,1.01088
6093,0.270687,1.66445
6094,-1.43457,1.08439
6095,0.553539,0.853052
6096,1.91836,1.36049
6097,0.621804,-0.337912
6098,1.01299,0.601652
6099,-1.01618,-0.131574
6100,-1.158,0.364788
6101,-1.84841,1.7261
6102,-1.64521,-1.85603
6103,-0.978623,-1.0305
6104,0.0917095,0.884576
6105,-0.79921,-0.434024
6106,0.41484,-1.41147
6107,-0.261874,-0.761069
6108,0.572216,-0.36483
6109,-0.072308,0.183324
6110,0.819751,0.826103
6111,-0.0553638,-1.52495
6112,0.877293,-1.2725
6113,-0.112244,-0.348426
6114,1.47736,0.581322
6115,-0.612328,-0.0361473
6116,0.114609,0.313694
6117,-0.619384,-1.49426
6118,0.173217,0.15211
6119,1.71059,-0.421182
6120,0.644714,-0.0494233
6121,0.701951,-0.957997
6122,1.70109,0.121549
6123,1.1554,0.460529
6124,-1.15751,0.122867
6125,-1.22417,-0.113586
6126,0.436708,-0.0207832
6127,1.52385,-0.767799
6128,-0.0226426,0.137154
6129,-2.33956,-0.383126
6130,0.580734,0.542828
6131,0.453226,0.219924
6132,0.370003,2.28621
6133,-0.62423,-0.499719
6134,0.963543,-1.73421
6135,1.431,-1.67844
6136,-0.508389,-1.95424
6137,-0.352429,-1.14965
6138,-2.40146,-0.565222
6139,0.404694,-0.628144
6140,-0.203669,2.10822
6141,0.501723,1.92181
6142,-0.706222,-0.194934
6143,1.26883,0.895829
6144,1.35988,1.12045
6145,-1.85958,-0.163915
6146,0.347203,0.165935
6147,-1.60917,3.29809
6148,-0.933417,-0.731794
6149,-0.205805,-1.66006
6150,-0.423174,-0.756335
6151,-0.290149,-0.973061
6152,0.309046,0.745775
6153,0.895927,0.290848
6154,0.0874282,-0.403879
6155,-0.401164,0.686099
6156,0.167029,-0.942455
6157,-0.727977,-0.600152
6158,0.15608,-0.692704
6159,-0.136073,1.28016
6160,0.212076,2.15848
6161,-0.38957,1.81733
6162,0.332306,1.42257
6163,1.15127,-0.926536
6164,1.05712,-1.46795
6165,-0.281305,0.790346
6166,-0.886222,-0.231863
6167,0.190411,-0.91962
6168,-0.651874,0.262222
6169,0.65892,0.632209
6170,0.0761066,0.420047
6171,-0.426351,-0.717444
6172,1.09073,0.372912
6173,-1.00299,0.705407
6174,-0.842582,1.92037
6175,-0.833715,-1.64504
6176,0.174715,-0.3239
6177,-1.07746,-0.596691
6178,-0.367285,0.0793408
6179,-1.03211,-0.378151
6180,1.00506,0.24624
6181,0.622855,-0.742876
6182,-2.06086,-0.108973
6183,2.2646,-0.842792
6184,0.403429,-0.679317
6185,0.939073,0.567295
6186,-1.92425,0.00129138
6187,-0.49864,0.305881
6188,0.0283415,-0.860252
6189,-0.692251,0.737679
6190,-1.07469,0.397024
6191,-1.3709,0.675153
6192,-1.51743,0.12262
6193,0.861805,-0.606976
6194,-1.62379,0.0811787
6195,0.788443,-1.01075
6196,0.87821,-0.266043
6197,0.331954,-0.52447
6198,1.32484,-0.847904
6199,0.493698,1.70881
6200,0.222713,1.42997
6201,-0.72515,-1.47832
6202,-0.260809,-0.135544
6203,0.0589848,0.754723
6204,-0.300872,0.729407
6205,2.19392,0.211417
6206,-0.496931,1.13199
6207,0.950447,0.813245
6208,-0.959253,1.40721
6209,0.511344,0.503584
6210,0.399767,-0.803454
6211,-0.159769,-1.01748
6212,0.71205,2.05338
6213,0.623393,2.67331
6214,-0.897332,0.105529
6215,-0.702467,0.610811
6216,0.436957,0.180509
6217,0.630689,-1.40979
6218,0.206057,-0.327921
6219,-2.05238,-0.0679122
6220,0.227917,0.0501272
6221,0.309886,0.744973
6222,1.59538,0.432964
6223,-0.704416,0.313793
